id,text,toxicity_level,created_at
2576,This is not great.,low,2023-01-02 18:55:00
2577,This is not great.,low,2023-01-02 18:56:00
2578,That was kind of annoying.,low,2023-01-02 18:57:00
2579,I don't really like this.,low,2023-01-02 18:58:00
2580,This is not great.,low,2023-01-02 18:59:00
2581,You could have done better.,low,2023-01-02 19:00:00
2582,You could have done better.,low,2023-01-02 19:01:00
2583,You could have done better.,low,2023-01-02 19:02:00
2584,You could have done better.,low,2023-01-02 19:03:00
2585,This is not great.,low,2023-01-02 19:04:00
2586,That was kind of annoying.,low,2023-01-02 19:05:00
2587,This is not great.,low,2023-01-02 19:06:00
2588,I don't really like this.,low,2023-01-02 19:07:00
2589,You could have done better.,low,2023-01-02 19:08:00
2590,This is not great.,low,2023-01-02 19:09:00
2591,This is not great.,low,2023-01-02 19:10:00
2592,I don't really like this.,low,2023-01-02 19:11:00
2593,That was kind of annoying.,low,2023-01-02 19:12:00
2594,You could have done better.,low,2023-01-02 19:13:00
2595,I don't really like this.,low,2023-01-02 19:14:00
2596,That was kind of annoying.,low,2023-01-02 19:15:00
2597,I don't really like this.,low,2023-01-02 19:16:00
2598,That was kind of annoying.,low,2023-01-02 19:17:00
2599,You could have done better.,low,2023-01-02 19:18:00
2600,This is not great.,low,2023-01-02 19:19:00
2601,This is not great.,low,2023-01-02 19:20:00
2602,This isn't working properly.,low,2023-01-02 19:21:00
2603,This is not great.,low,2023-01-02 19:22:00
2604,I don't really like this.,low,2023-01-02 19:23:00
2605,You could have done better.,low,2023-01-02 19:24:00
2606,This isn't working properly.,low,2023-01-02 19:25:00
2607,I don't really like this.,low,2023-01-02 19:26:00
2608,That was kind of annoying.,low,2023-01-02 19:27:00
2609,This isn't working properly.,low,2023-01-02 19:28:00
2610,That was kind of annoying.,low,2023-01-02 19:29:00
2611,This is not great.,low,2023-01-02 19:30:00
2612,This isn't working properly.,low,2023-01-02 19:31:00
2613,I don't really like this.,low,2023-01-02 19:32:00
2614,You could have done better.,low,2023-01-02 19:33:00
2615,You could have done better.,low,2023-01-02 19:34:00
2616,That was kind of annoying.,low,2023-01-02 19:35:00
2617,That was kind of annoying.,low,2023-01-02 19:36:00
2618,This isn't working properly.,low,2023-01-02 19:37:00
2619,That was kind of annoying.,low,2023-01-02 19:38:00
2620,You could have done better.,low,2023-01-02 19:39:00
2621,I don't really like this.,low,2023-01-02 19:40:00
2622,This is not great.,low,2023-01-02 19:41:00
2623,This isn't working properly.,low,2023-01-02 19:42:00
2624,This isn't working properly.,low,2023-01-02 19:43:00
2625,You could have done better.,low,2023-01-02 19:44:00
2626,That was kind of annoying.,low,2023-01-02 19:45:00
2627,You could have done better.,low,2023-01-02 19:46:00
2628,I don't really like this.,low,2023-01-02 19:47:00
2629,You could have done better.,low,2023-01-02 19:48:00
2630,This isn't working properly.,low,2023-01-02 19:49:00
2631,This is not great.,low,2023-01-02 19:50:00
2632,You could have done better.,low,2023-01-02 19:51:00
2633,This isn't working properly.,low,2023-01-02 19:52:00
2634,You could have done better.,low,2023-01-02 19:53:00
2635,That was kind of annoying.,low,2023-01-02 19:54:00
2636,That was kind of annoying.,low,2023-01-02 19:55:00
2637,That was kind of annoying.,low,2023-01-02 19:56:00
2638,I don't really like this.,low,2023-01-02 19:57:00
2639,I don't really like this.,low,2023-01-02 19:58:00
2640,That was kind of annoying.,low,2023-01-02 19:59:00
2641,This isn't working properly.,low,2023-01-02 20:00:00
2642,I don't really like this.,low,2023-01-02 20:01:00
2643,That was kind of annoying.,low,2023-01-02 20:02:00
2644,This is not great.,low,2023-01-02 20:03:00
2645,That was kind of annoying.,low,2023-01-02 20:04:00
2646,I don't really like this.,low,2023-01-02 20:05:00
2647,This is not great.,low,2023-01-02 20:06:00
2648,You could have done better.,low,2023-01-02 20:07:00
2649,I don't really like this.,low,2023-01-02 20:08:00
2650,You could have done better.,low,2023-01-02 20:09:00
2651,This is not great.,low,2023-01-02 20:10:00
2652,This isn't working properly.,low,2023-01-02 20:11:00
2653,That was kind of annoying.,low,2023-01-02 20:12:00
2654,That was kind of annoying.,low,2023-01-02 20:13:00
2655,This isn't working properly.,low,2023-01-02 20:14:00
2656,This isn't working properly.,low,2023-01-02 20:15:00
2657,This is not great.,low,2023-01-02 20:16:00
2658,This is not great.,low,2023-01-02 20:17:00
2659,This isn't working properly.,low,2023-01-02 20:18:00
2660,That was kind of annoying.,low,2023-01-02 20:19:00
2661,That was kind of annoying.,low,2023-01-02 20:20:00
2662,This is not great.,low,2023-01-02 20:21:00
2663,That was kind of annoying.,low,2023-01-02 20:22:00
2664,I don't really like this.,low,2023-01-02 20:23:00
2665,This isn't working properly.,low,2023-01-02 20:24:00
2666,I don't really like this.,low,2023-01-02 20:25:00
2667,This is not great.,low,2023-01-02 20:26:00
2668,I don't really like this.,low,2023-01-02 20:27:00
2669,You could have done better.,low,2023-01-02 20:28:00
2670,This is not great.,low,2023-01-02 20:29:00
2671,You could have done better.,low,2023-01-02 20:30:00
2672,That was kind of annoying.,low,2023-01-02 20:31:00
2673,This is not great.,low,2023-01-02 20:32:00
2674,This is not great.,low,2023-01-02 20:33:00
2675,This is not great.,low,2023-01-02 20:34:00
2676,You could have done better.,low,2023-01-02 20:35:00
2677,You could have done better.,low,2023-01-02 20:36:00
2678,That was kind of annoying.,low,2023-01-02 20:37:00
2679,That was kind of annoying.,low,2023-01-02 20:38:00
2680,This is not great.,low,2023-01-02 20:39:00
2681,This isn't working properly.,low,2023-01-02 20:40:00
2682,You could have done better.,low,2023-01-02 20:41:00
2683,This is not great.,low,2023-01-02 20:42:00
2684,I don't really like this.,low,2023-01-02 20:43:00
2685,This isn't working properly.,low,2023-01-02 20:44:00
2686,You could have done better.,low,2023-01-02 20:45:00
2687,You could have done better.,low,2023-01-02 20:46:00
2688,I don't really like this.,low,2023-01-02 20:47:00
2689,This isn't working properly.,low,2023-01-02 20:48:00
2690,This is not great.,low,2023-01-02 20:49:00
2691,This isn't working properly.,low,2023-01-02 20:50:00
2692,That was kind of annoying.,low,2023-01-02 20:51:00
2693,You could have done better.,low,2023-01-02 20:52:00
2694,That was kind of annoying.,low,2023-01-02 20:53:00
2695,That was kind of annoying.,low,2023-01-02 20:54:00
2696,That was kind of annoying.,low,2023-01-02 20:55:00
2697,You could have done better.,low,2023-01-02 20:56:00
2698,I don't really like this.,low,2023-01-02 20:57:00
2699,This is not great.,low,2023-01-02 20:58:00
2700,That was kind of annoying.,low,2023-01-02 20:59:00
2701,That was kind of annoying.,low,2023-01-02 21:00:00
2702,You could have done better.,low,2023-01-02 21:01:00
2703,This isn't working properly.,low,2023-01-02 21:02:00
2704,That was kind of annoying.,low,2023-01-02 21:03:00
2705,That was kind of annoying.,low,2023-01-02 21:04:00
2706,That was kind of annoying.,low,2023-01-02 21:05:00
2707,That was kind of annoying.,low,2023-01-02 21:06:00
2708,This isn't working properly.,low,2023-01-02 21:07:00
2709,I don't really like this.,low,2023-01-02 21:08:00
2710,You could have done better.,low,2023-01-02 21:09:00
2711,This is not great.,low,2023-01-02 21:10:00
2712,I don't really like this.,low,2023-01-02 21:11:00
2713,I don't really like this.,low,2023-01-02 21:12:00
2714,I don't really like this.,low,2023-01-02 21:13:00
2715,This isn't working properly.,low,2023-01-02 21:14:00
2716,You could have done better.,low,2023-01-02 21:15:00
2717,That was kind of annoying.,low,2023-01-02 21:16:00
2718,That was kind of annoying.,low,2023-01-02 21:17:00
2719,I don't really like this.,low,2023-01-02 21:18:00
2720,This is not great.,low,2023-01-02 21:19:00
2721,I don't really like this.,low,2023-01-02 21:20:00
2722,This isn't working properly.,low,2023-01-02 21:21:00
2723,I don't really like this.,low,2023-01-02 21:22:00
2724,I don't really like this.,low,2023-01-02 21:23:00
2725,That was kind of annoying.,low,2023-01-02 21:24:00
2726,This isn't working properly.,low,2023-01-02 21:25:00
2727,This is not great.,low,2023-01-02 21:26:00
2728,You could have done better.,low,2023-01-02 21:27:00
2729,I don't really like this.,low,2023-01-02 21:28:00
2730,This isn't working properly.,low,2023-01-02 21:29:00
2731,I don't really like this.,low,2023-01-02 21:30:00
2732,This isn't working properly.,low,2023-01-02 21:31:00
2733,This is not great.,low,2023-01-02 21:32:00
2734,This isn't working properly.,low,2023-01-02 21:33:00
2735,You could have done better.,low,2023-01-02 21:34:00
2736,That was kind of annoying.,low,2023-01-02 21:35:00
2737,I don't really like this.,low,2023-01-02 21:36:00
2738,You could have done better.,low,2023-01-02 21:37:00
2739,That was kind of annoying.,low,2023-01-02 21:38:00
2740,You could have done better.,low,2023-01-02 21:39:00
2741,I don't really like this.,low,2023-01-02 21:40:00
2742,This is not great.,low,2023-01-02 21:41:00
2743,I don't really like this.,low,2023-01-02 21:42:00
2744,This is not great.,low,2023-01-02 21:43:00
2745,I don't really like this.,low,2023-01-02 21:44:00
2746,This is not great.,low,2023-01-02 21:45:00
2747,I don't really like this.,low,2023-01-02 21:46:00
2748,I don't really like this.,low,2023-01-02 21:47:00
2749,This isn't working properly.,low,2023-01-02 21:48:00
2750,That was kind of annoying.,low,2023-01-02 21:49:00
2751,This isn't working properly.,low,2023-01-02 21:50:00
2752,That was kind of annoying.,low,2023-01-02 21:51:00
2753,This isn't working properly.,low,2023-01-02 21:52:00
2754,That was kind of annoying.,low,2023-01-02 21:53:00
2755,This is not great.,low,2023-01-02 21:54:00
2756,You could have done better.,low,2023-01-02 21:55:00
2757,This isn't working properly.,low,2023-01-02 21:56:00
2758,You could have done better.,low,2023-01-02 21:57:00
2759,You could have done better.,low,2023-01-02 21:58:00
2760,You could have done better.,low,2023-01-02 21:59:00
2761,You could have done better.,low,2023-01-02 22:00:00
2762,I don't really like this.,low,2023-01-02 22:01:00
2763,You could have done better.,low,2023-01-02 22:02:00
2764,I don't really like this.,low,2023-01-02 22:03:00
2765,That was kind of annoying.,low,2023-01-02 22:04:00
2766,I don't really like this.,low,2023-01-02 22:05:00
2767,You could have done better.,low,2023-01-02 22:06:00
2768,I don't really like this.,low,2023-01-02 22:07:00
2769,You could have done better.,low,2023-01-02 22:08:00
2770,I don't really like this.,low,2023-01-02 22:09:00
2771,You could have done better.,low,2023-01-02 22:10:00
2772,I don't really like this.,low,2023-01-02 22:11:00
2773,I don't really like this.,low,2023-01-02 22:12:00
2774,That was kind of annoying.,low,2023-01-02 22:13:00
2775,You could have done better.,low,2023-01-02 22:14:00
2776,This is not great.,low,2023-01-02 22:15:00
2777,This is not great.,low,2023-01-02 22:16:00
2778,This is not great.,low,2023-01-02 22:17:00
2779,This is not great.,low,2023-01-02 22:18:00
2780,I don't really like this.,low,2023-01-02 22:19:00
2781,That was kind of annoying.,low,2023-01-02 22:20:00
2782,This is not great.,low,2023-01-02 22:21:00
2783,This is not great.,low,2023-01-02 22:22:00
2784,You could have done better.,low,2023-01-02 22:23:00
2785,This is not great.,low,2023-01-02 22:24:00
2786,This is not great.,low,2023-01-02 22:25:00
2787,You could have done better.,low,2023-01-02 22:26:00
2788,That was kind of annoying.,low,2023-01-02 22:27:00
2789,That was kind of annoying.,low,2023-01-02 22:28:00
2790,I don't really like this.,low,2023-01-02 22:29:00
2791,This isn't working properly.,low,2023-01-02 22:30:00
2792,You could have done better.,low,2023-01-02 22:31:00
2793,I don't really like this.,low,2023-01-02 22:32:00
2794,That was kind of annoying.,low,2023-01-02 22:33:00
2795,That was kind of annoying.,low,2023-01-02 22:34:00
2796,This is not great.,low,2023-01-02 22:35:00
2797,You could have done better.,low,2023-01-02 22:36:00
2798,You could have done better.,low,2023-01-02 22:37:00
2799,You could have done better.,low,2023-01-02 22:38:00
2800,That was kind of annoying.,low,2023-01-02 22:39:00
2801,This is not great.,low,2023-01-02 22:40:00
2802,I don't really like this.,low,2023-01-02 22:41:00
2803,You could have done better.,low,2023-01-02 22:42:00
2804,That was kind of annoying.,low,2023-01-02 22:43:00
2805,You could have done better.,low,2023-01-02 22:44:00
2806,You could have done better.,low,2023-01-02 22:45:00
2807,This isn't working properly.,low,2023-01-02 22:46:00
2808,You could have done better.,low,2023-01-02 22:47:00
2809,That was kind of annoying.,low,2023-01-02 22:48:00
2810,I don't really like this.,low,2023-01-02 22:49:00
2811,You could have done better.,low,2023-01-02 22:50:00
2812,This is not great.,low,2023-01-02 22:51:00
2813,That was kind of annoying.,low,2023-01-02 22:52:00
2814,This isn't working properly.,low,2023-01-02 22:53:00
2815,This isn't working properly.,low,2023-01-02 22:54:00
2816,That was kind of annoying.,low,2023-01-02 22:55:00
2817,That was kind of annoying.,low,2023-01-02 22:56:00
2818,I don't really like this.,low,2023-01-02 22:57:00
2819,I don't really like this.,low,2023-01-02 22:58:00
2820,I don't really like this.,low,2023-01-02 22:59:00
2821,You could have done better.,low,2023-01-02 23:00:00
2822,This isn't working properly.,low,2023-01-02 23:01:00
2823,This is not great.,low,2023-01-02 23:02:00
2824,This isn't working properly.,low,2023-01-02 23:03:00
2825,You could have done better.,low,2023-01-02 23:04:00
2826,You could have done better.,low,2023-01-02 23:05:00
2827,You could have done better.,low,2023-01-02 23:06:00
2828,I don't really like this.,low,2023-01-02 23:07:00
2829,I don't really like this.,low,2023-01-02 23:08:00
2830,This is not great.,low,2023-01-02 23:09:00
2831,You could have done better.,low,2023-01-02 23:10:00
2832,I don't really like this.,low,2023-01-02 23:11:00
2833,You could have done better.,low,2023-01-02 23:12:00
2834,This is not great.,low,2023-01-02 23:13:00
2835,That was kind of annoying.,low,2023-01-02 23:14:00
2836,You could have done better.,low,2023-01-02 23:15:00
2837,That was kind of annoying.,low,2023-01-02 23:16:00
2838,You could have done better.,low,2023-01-02 23:17:00
2839,This is not great.,low,2023-01-02 23:18:00
2840,That was kind of annoying.,low,2023-01-02 23:19:00
2841,This is not great.,low,2023-01-02 23:20:00
2842,This is not great.,low,2023-01-02 23:21:00
2843,This is not great.,low,2023-01-02 23:22:00
2844,You could have done better.,low,2023-01-02 23:23:00
2845,That was kind of annoying.,low,2023-01-02 23:24:00
2846,That was kind of annoying.,low,2023-01-02 23:25:00
2847,This isn't working properly.,low,2023-01-02 23:26:00
2848,This isn't working properly.,low,2023-01-02 23:27:00
2849,This is not great.,low,2023-01-02 23:28:00
2850,You could have done better.,low,2023-01-02 23:29:00
2851,You could have done better.,low,2023-01-02 23:30:00
2852,You could have done better.,low,2023-01-02 23:31:00
2853,That was kind of annoying.,low,2023-01-02 23:32:00
2854,That was kind of annoying.,low,2023-01-02 23:33:00
2855,This is not great.,low,2023-01-02 23:34:00
2856,This is not great.,low,2023-01-02 23:35:00
2857,You could have done better.,low,2023-01-02 23:36:00
2858,I don't really like this.,low,2023-01-02 23:37:00
2859,This isn't working properly.,low,2023-01-02 23:38:00
2860,That was kind of annoying.,low,2023-01-02 23:39:00
2861,You could have done better.,low,2023-01-02 23:40:00
2862,I don't really like this.,low,2023-01-02 23:41:00
2863,You could have done better.,low,2023-01-02 23:42:00
2864,You could have done better.,low,2023-01-02 23:43:00
2865,This isn't working properly.,low,2023-01-02 23:44:00
2866,I don't really like this.,low,2023-01-02 23:45:00
2867,That was kind of annoying.,low,2023-01-02 23:46:00
2868,You could have done better.,low,2023-01-02 23:47:00
2869,This is not great.,low,2023-01-02 23:48:00
2870,This isn't working properly.,low,2023-01-02 23:49:00
2871,This is not great.,low,2023-01-02 23:50:00
2872,This isn't working properly.,low,2023-01-02 23:51:00
2873,This is not great.,low,2023-01-02 23:52:00
2874,This isn't working properly.,low,2023-01-02 23:53:00
2875,That was kind of annoying.,low,2023-01-02 23:54:00
2876,This is not great.,low,2023-01-02 23:55:00
2877,That was kind of annoying.,low,2023-01-02 23:56:00
2878,This is not great.,low,2023-01-02 23:57:00
2879,You could have done better.,low,2023-01-02 23:58:00
2880,This isn't working properly.,low,2023-01-02 23:59:00
2881,You could have done better.,low,2023-01-03 00:00:00
2882,This isn't working properly.,low,2023-01-03 00:01:00
2883,You could have done better.,low,2023-01-03 00:02:00
2884,This isn't working properly.,low,2023-01-03 00:03:00
2885,That was kind of annoying.,low,2023-01-03 00:04:00
2886,This is not great.,low,2023-01-03 00:05:00
2887,You could have done better.,low,2023-01-03 00:06:00
2888,I don't really like this.,low,2023-01-03 00:07:00
2889,This isn't working properly.,low,2023-01-03 00:08:00
2890,This is not great.,low,2023-01-03 00:09:00
2891,This is not great.,low,2023-01-03 00:10:00
2892,You could have done better.,low,2023-01-03 00:11:00
2893,This is not great.,low,2023-01-03 00:12:00
2894,This isn't working properly.,low,2023-01-03 00:13:00
2895,This is not great.,low,2023-01-03 00:14:00
2896,That was kind of annoying.,low,2023-01-03 00:15:00
2897,This is not great.,low,2023-01-03 00:16:00
2898,You could have done better.,low,2023-01-03 00:17:00
2899,I don't really like this.,low,2023-01-03 00:18:00
2900,You could have done better.,low,2023-01-03 00:19:00
2901,This is not great.,low,2023-01-03 00:20:00
2902,This is not great.,low,2023-01-03 00:21:00
2903,This is not great.,low,2023-01-03 00:22:00
2904,This isn't working properly.,low,2023-01-03 00:23:00
2905,This isn't working properly.,low,2023-01-03 00:24:00
2906,I don't really like this.,low,2023-01-03 00:25:00
2907,This isn't working properly.,low,2023-01-03 00:26:00
2908,That was kind of annoying.,low,2023-01-03 00:27:00
2909,This isn't working properly.,low,2023-01-03 00:28:00
2910,That was kind of annoying.,low,2023-01-03 00:29:00
2911,You could have done better.,low,2023-01-03 00:30:00
2912,This is not great.,low,2023-01-03 00:31:00
2913,I don't really like this.,low,2023-01-03 00:32:00
2914,That was kind of annoying.,low,2023-01-03 00:33:00
2915,This is not great.,low,2023-01-03 00:34:00
2916,I don't really like this.,low,2023-01-03 00:35:00
2917,That was kind of annoying.,low,2023-01-03 00:36:00
2918,That was kind of annoying.,low,2023-01-03 00:37:00
2919,This is not great.,low,2023-01-03 00:38:00
2920,This is not great.,low,2023-01-03 00:39:00
2921,You could have done better.,low,2023-01-03 00:40:00
2922,That was kind of annoying.,low,2023-01-03 00:41:00
2923,I don't really like this.,low,2023-01-03 00:42:00
2924,That was kind of annoying.,low,2023-01-03 00:43:00
2925,I don't really like this.,low,2023-01-03 00:44:00
2926,That was kind of annoying.,low,2023-01-03 00:45:00
2927,You could have done better.,low,2023-01-03 00:46:00
2928,That was kind of annoying.,low,2023-01-03 00:47:00
2929,This isn't working properly.,low,2023-01-03 00:48:00
2930,I don't really like this.,low,2023-01-03 00:49:00
2931,I don't really like this.,low,2023-01-03 00:50:00
2932,That was kind of annoying.,low,2023-01-03 00:51:00
2933,I don't really like this.,low,2023-01-03 00:52:00
2934,I don't really like this.,low,2023-01-03 00:53:00
2935,You could have done better.,low,2023-01-03 00:54:00
2936,That was kind of annoying.,low,2023-01-03 00:55:00
2937,This is not great.,low,2023-01-03 00:56:00
2938,That was kind of annoying.,low,2023-01-03 00:57:00
2939,That was kind of annoying.,low,2023-01-03 00:58:00
2940,This isn't working properly.,low,2023-01-03 00:59:00
2941,This is not great.,low,2023-01-03 01:00:00
2942,This is not great.,low,2023-01-03 01:01:00
2943,I don't really like this.,low,2023-01-03 01:02:00
2944,You could have done better.,low,2023-01-03 01:03:00
2945,You could have done better.,low,2023-01-03 01:04:00
2946,I don't really like this.,low,2023-01-03 01:05:00
2947,This is not great.,low,2023-01-03 01:06:00
2948,You could have done better.,low,2023-01-03 01:07:00
2949,This isn't working properly.,low,2023-01-03 01:08:00
2950,You could have done better.,low,2023-01-03 01:09:00
2951,This is not great.,low,2023-01-03 01:10:00
2952,This is not great.,low,2023-01-03 01:11:00
2953,You could have done better.,low,2023-01-03 01:12:00
2954,You could have done better.,low,2023-01-03 01:13:00
2955,This isn't working properly.,low,2023-01-03 01:14:00
2956,This is not great.,low,2023-01-03 01:15:00
2957,This is not great.,low,2023-01-03 01:16:00
2958,You could have done better.,low,2023-01-03 01:17:00
2959,That was kind of annoying.,low,2023-01-03 01:18:00
2960,This isn't working properly.,low,2023-01-03 01:19:00
2961,This is not great.,low,2023-01-03 01:20:00
2962,That was kind of annoying.,low,2023-01-03 01:21:00
2963,That was kind of annoying.,low,2023-01-03 01:22:00
2964,You could have done better.,low,2023-01-03 01:23:00
2965,You could have done better.,low,2023-01-03 01:24:00
2966,You could have done better.,low,2023-01-03 01:25:00
2967,I don't really like this.,low,2023-01-03 01:26:00
2968,This is not great.,low,2023-01-03 01:27:00
2969,That was kind of annoying.,low,2023-01-03 01:28:00
2970,That was kind of annoying.,low,2023-01-03 01:29:00
2971,I don't really like this.,low,2023-01-03 01:30:00
2972,This is not great.,low,2023-01-03 01:31:00
2973,That was kind of annoying.,low,2023-01-03 01:32:00
2974,You could have done better.,low,2023-01-03 01:33:00
2975,You could have done better.,low,2023-01-03 01:34:00
2976,I don't really like this.,low,2023-01-03 01:35:00
2977,You could have done better.,low,2023-01-03 01:36:00
2978,This is not great.,low,2023-01-03 01:37:00
2979,I don't really like this.,low,2023-01-03 01:38:00
2980,This is not great.,low,2023-01-03 01:39:00
2981,That was kind of annoying.,low,2023-01-03 01:40:00
2982,That was kind of annoying.,low,2023-01-03 01:41:00
2983,This isn't working properly.,low,2023-01-03 01:42:00
2984,You could have done better.,low,2023-01-03 01:43:00
2985,This is not great.,low,2023-01-03 01:44:00
2986,This isn't working properly.,low,2023-01-03 01:45:00
2987,You could have done better.,low,2023-01-03 01:46:00
2988,This isn't working properly.,low,2023-01-03 01:47:00
2989,I don't really like this.,low,2023-01-03 01:48:00
2990,You could have done better.,low,2023-01-03 01:49:00
2991,I don't really like this.,low,2023-01-03 01:50:00
2992,This is not great.,low,2023-01-03 01:51:00
2993,I don't really like this.,low,2023-01-03 01:52:00
2994,That was kind of annoying.,low,2023-01-03 01:53:00
2995,That was kind of annoying.,low,2023-01-03 01:54:00
2996,This is not great.,low,2023-01-03 01:55:00
2997,This isn't working properly.,low,2023-01-03 01:56:00
2998,You could have done better.,low,2023-01-03 01:57:00
2999,I don't really like this.,low,2023-01-03 01:58:00
3000,This isn't working properly.,low,2023-01-03 01:59:00
3001,I don't really like this.,low,2023-01-03 02:00:00
3002,This is not great.,low,2023-01-03 02:01:00
3003,This is not great.,low,2023-01-03 02:02:00
3004,You could have done better.,low,2023-01-03 02:03:00
3005,I don't really like this.,low,2023-01-03 02:04:00
3006,This is not great.,low,2023-01-03 02:05:00
3007,That was kind of annoying.,low,2023-01-03 02:06:00
3008,That was kind of annoying.,low,2023-01-03 02:07:00
3009,That was kind of annoying.,low,2023-01-03 02:08:00
3010,You could have done better.,low,2023-01-03 02:09:00
3011,This isn't working properly.,low,2023-01-03 02:10:00
3012,This is not great.,low,2023-01-03 02:11:00
3013,This isn't working properly.,low,2023-01-03 02:12:00
3014,This isn't working properly.,low,2023-01-03 02:13:00
3015,This is not great.,low,2023-01-03 02:14:00
3016,You could have done better.,low,2023-01-03 02:15:00
3017,That was kind of annoying.,low,2023-01-03 02:16:00
3018,You could have done better.,low,2023-01-03 02:17:00
3019,I don't really like this.,low,2023-01-03 02:18:00
3020,That was kind of annoying.,low,2023-01-03 02:19:00
3021,That was kind of annoying.,low,2023-01-03 02:20:00
3022,I don't really like this.,low,2023-01-03 02:21:00
3023,I don't really like this.,low,2023-01-03 02:22:00
3024,This is not great.,low,2023-01-03 02:23:00
3025,I don't really like this.,low,2023-01-03 02:24:00
3026,This isn't working properly.,low,2023-01-03 02:25:00
3027,I don't really like this.,low,2023-01-03 02:26:00
3028,You could have done better.,low,2023-01-03 02:27:00
3029,You could have done better.,low,2023-01-03 02:28:00
3030,That was kind of annoying.,low,2023-01-03 02:29:00
3031,That was kind of annoying.,low,2023-01-03 02:30:00
3032,You could have done better.,low,2023-01-03 02:31:00
3033,This isn't working properly.,low,2023-01-03 02:32:00
3034,I don't really like this.,low,2023-01-03 02:33:00
3035,This isn't working properly.,low,2023-01-03 02:34:00
3036,That was kind of annoying.,low,2023-01-03 02:35:00
3037,This is not great.,low,2023-01-03 02:36:00
3038,You could have done better.,low,2023-01-03 02:37:00
3039,This is not great.,low,2023-01-03 02:38:00
3040,I don't really like this.,low,2023-01-03 02:39:00
3041,I don't really like this.,low,2023-01-03 02:40:00
3042,You could have done better.,low,2023-01-03 02:41:00
3043,That was kind of annoying.,low,2023-01-03 02:42:00
3044,You could have done better.,low,2023-01-03 02:43:00
3045,You could have done better.,low,2023-01-03 02:44:00
3046,I don't really like this.,low,2023-01-03 02:45:00
3047,This is not great.,low,2023-01-03 02:46:00
3048,This isn't working properly.,low,2023-01-03 02:47:00
3049,This isn't working properly.,low,2023-01-03 02:48:00
3050,You could have done better.,low,2023-01-03 02:49:00
3051,This is not great.,low,2023-01-03 02:50:00
3052,That was kind of annoying.,low,2023-01-03 02:51:00
3053,This is not great.,low,2023-01-03 02:52:00
3054,This isn't working properly.,low,2023-01-03 02:53:00
3055,You could have done better.,low,2023-01-03 02:54:00
3056,This is not great.,low,2023-01-03 02:55:00
3057,I don't really like this.,low,2023-01-03 02:56:00
3058,That was kind of annoying.,low,2023-01-03 02:57:00
3059,You could have done better.,low,2023-01-03 02:58:00
3060,I don't really like this.,low,2023-01-03 02:59:00
3061,You could have done better.,low,2023-01-03 03:00:00
3062,This is not great.,low,2023-01-03 03:01:00
3063,That was kind of annoying.,low,2023-01-03 03:02:00
3064,That was kind of annoying.,low,2023-01-03 03:03:00
3065,That was kind of annoying.,low,2023-01-03 03:04:00
3066,This isn't working properly.,low,2023-01-03 03:05:00
3067,This isn't working properly.,low,2023-01-03 03:06:00
3068,This isn't working properly.,low,2023-01-03 03:07:00
3069,You could have done better.,low,2023-01-03 03:08:00
3070,This is not great.,low,2023-01-03 03:09:00
3071,This is not great.,low,2023-01-03 03:10:00
3072,I don't really like this.,low,2023-01-03 03:11:00
3073,That was kind of annoying.,low,2023-01-03 03:12:00
3074,This isn't working properly.,low,2023-01-03 03:13:00
3075,That was kind of annoying.,low,2023-01-03 03:14:00
3076,You could have done better.,low,2023-01-03 03:15:00
3077,I don't really like this.,low,2023-01-03 03:16:00
3078,I don't really like this.,low,2023-01-03 03:17:00
3079,You could have done better.,low,2023-01-03 03:18:00
3080,That was kind of annoying.,low,2023-01-03 03:19:00
3081,You could have done better.,low,2023-01-03 03:20:00
3082,That was kind of annoying.,low,2023-01-03 03:21:00
3083,I don't really like this.,low,2023-01-03 03:22:00
3084,This is not great.,low,2023-01-03 03:23:00
3085,You could have done better.,low,2023-01-03 03:24:00
3086,You could have done better.,low,2023-01-03 03:25:00
3087,This is not great.,low,2023-01-03 03:26:00
3088,This isn't working properly.,low,2023-01-03 03:27:00
3089,This is not great.,low,2023-01-03 03:28:00
3090,That was kind of annoying.,low,2023-01-03 03:29:00
3091,You could have done better.,low,2023-01-03 03:30:00
3092,You could have done better.,low,2023-01-03 03:31:00
3093,You could have done better.,low,2023-01-03 03:32:00
3094,That was kind of annoying.,low,2023-01-03 03:33:00
3095,This isn't working properly.,low,2023-01-03 03:34:00
3096,This is not great.,low,2023-01-03 03:35:00
3097,You could have done better.,low,2023-01-03 03:36:00
3098,This is not great.,low,2023-01-03 03:37:00
3099,This is not great.,low,2023-01-03 03:38:00
3100,This is not great.,low,2023-01-03 03:39:00
3101,You could have done better.,low,2023-01-03 03:40:00
3102,I don't really like this.,low,2023-01-03 03:41:00
3103,This is not great.,low,2023-01-03 03:42:00
3104,You could have done better.,low,2023-01-03 03:43:00
3105,I don't really like this.,low,2023-01-03 03:44:00
3106,This isn't working properly.,low,2023-01-03 03:45:00
3107,You could have done better.,low,2023-01-03 03:46:00
3108,I don't really like this.,low,2023-01-03 03:47:00
3109,This isn't working properly.,low,2023-01-03 03:48:00
3110,I don't really like this.,low,2023-01-03 03:49:00
3111,That was kind of annoying.,low,2023-01-03 03:50:00
3112,This isn't working properly.,low,2023-01-03 03:51:00
3113,That was kind of annoying.,low,2023-01-03 03:52:00
3114,This is not great.,low,2023-01-03 03:53:00
